1.342	-0.1778	0.1356
1.345	-0.1947	0.1406
1.222	-0.2684	0.1528
1.067	-0.274	0.1426
0.9437	-0.3245	0.136
0.9491	-0.3883	0.1489
0.9537	-0.4225	0.1355
0.8441	-0.4733	0.1419
0.8359	-0.3951	0.1513
0.8604	-0.2851	0.1378
0.8166	-0.3095	0.1518
0.843	-0.332	0.1587
0.8374	-0.3496	0.1661
0.8172	-0.3692	0.174
0.8436	-0.3433	0.1651
0.8428	-0.3361	0.1784
0.8723	-0.3395	0.1752
0.8528	-0.3507	0.1722
0.8136	-0.3771	0.1925
0.8723	-0.3984	0.1948
0.9311	-0.4126	0.1938
0.9942	-0.4294	0.1665
1.084	-0.5426	0.1203
1.275	-0.72	0.1012
1.496	-0.7375	0.1088
1.391	-0.5777	0.1041
1.168	-0.5099	0.00755
1.155	-0.6668	-0.115
1.128	-0.8026	-0.1487
1.044	-0.7085	-0.1717
0.9535	-0.5958	-0.2234
0.8668	-0.6048	-0.2155
0.9273	-0.5619	-0.1862
0.9519	-0.508	-0.1918
0.917	-0.5124	-0.1513
0.9383	-0.4312	-0.1003
0.8263	-0.2864	-0.1102
0.7167	-0.1936	-0.1278
0.7218	-0.2051	-0.1444
0.7185	-0.2645	-0.1379
0.7153	-0.3305	-0.1165
0.6822	-0.4135	-0.1218
0.692	-0.3837	-0.1145
0.72	-0.3195	-0.1199
0.7322	-0.2806	-0.1556
0.8153	-0.1414	-0.2006
0.8444	-0.1087	-0.2354
0.8769	-0.1819	-0.2183
0.9726	-0.1714	-0.2152
0.9752	-0.2357	-0.2335
0.9601	-0.327	-0.2104
0.9774	-0.3005	-0.1894
0.9395	-0.2404	-0.1806
0.8905	-0.1709	-0.1945
0.9095	-0.1563	-0.2332
0.9997	-0.2387	-0.2512
1.131	-0.3231	-0.2853
1.217	-0.3664	-0.3122
1.231	-0.3608	-0.2757
1.317	-0.3559	-0.2817
1.472	-0.3983	-0.4121
1.505	-0.45	-0.5268
1.357	-0.5563	-0.4593
1.164	-0.7009	-0.3719
1.085	-0.728	-0.4132
1.027	-0.6522	-0.362
0.9055	-0.5411	-0.2438
0.8699	-0.3501	-0.2316
0.9206	-0.2253	-0.1878
0.9425	-0.2832	-0.1297
0.8995	-0.342	-0.131
0.8402	-0.4155	-0.1531
0.8356	-0.5343	-0.2204
