0.9749	-0.3513	0.08205
0.9749	-0.3597	0.08297
0.9597	-0.3605	0.08363
0.9582	-0.3602	0.08572
0.9787	-0.348	0.08749
0.9819	-0.3369	0.08524
0.9885	-0.3396	0.08465
0.9911	-0.3377	0.08291
0.9897	-0.3407	0.08399
0.9814	-0.3463	0.09213
0.9682	-0.3399	0.09834
0.9692	-0.3389	0.1017
0.9683	-0.3433	0.1032
0.9807	-0.349	0.1017
0.9891	-0.3548	0.0919
0.964	-0.3508	0.07335
0.9532	-0.3482	0.06811
0.958	-0.3492	0.08773
0.9704	-0.3499	0.1073
1.001	-0.3534	0.1044
1.004	-0.3515	0.09154
0.9851	-0.3478	0.08496
0.9835	-0.3438	0.08257
0.9817	-0.3371	0.07981
0.9701	-0.3334	0.07935
0.9649	-0.333	0.08203
0.9669	-0.3466	0.07962
0.9733	-0.3605	0.08301
0.9772	-0.3538	0.09833
0.9725	-0.3464	0.1037
0.9726	-0.343	0.09897
0.9796	-0.3443	0.09263
0.98	-0.3474	0.08942
0.9785	-0.3397	0.09471
0.9789	-0.339	0.09429
0.9672	-0.3434	0.08795
0.9444	-0.348	0.09025
0.9544	-0.3572	0.09088
1.016	-0.3574	0.07497
1.038	-0.3562	0.06752
0.9875	-0.3504	0.08173
0.9731	-0.3401	0.08657
0.9812	-0.3412	0.09042
0.9593	-0.3395	0.1011
0.9625	-0.3371	0.09744
0.9673	-0.3419	0.09417
0.959	-0.347	0.09376
0.9705	-0.3512	0.09319
0.9693	-0.3469	0.09492
0.9708	-0.3449	0.08777
0.9811	-0.3492	0.08896
0.9787	-0.3473	0.09535
0.9834	-0.3475	0.09129
0.9814	-0.3464	0.08708
0.9788	-0.3431	0.08265
0.9849	-0.3461	0.08334
0.9818	-0.3473	0.08673
0.9804	-0.3476	0.08811
0.9771	-0.3486	0.09114
0.9737	-0.3475	0.08815
0.9757	-0.3475	0.0859
0.9753	-0.3449	0.08591
0.9773	-0.3436	0.08539
0.9754	-0.3451	0.08795
0.9739	-0.3432	0.08783
0.9757	-0.3437	0.09042
0.9736	-0.3474	0.09313
0.9756	-0.3487	0.09224
0.9774	-0.3478	0.09287
0.9766	-0.3455	0.09075
0.9752	-0.3428	0.09192
0.9712	-0.3423	0.09325
0.9742	-0.346	0.08899
0.9817	-0.3515	0.0879
0.9844	-0.3534	0.08709
0.9816	-0.3517	0.08769
0.9763	-0.349	0.08897
0.9738	-0.3457	0.08582
0.9735	-0.3445	0.0862
0.9767	-0.3465	0.08845
0.9791	-0.3466	0.08881
0.9762	-0.343	0.09125
0.9753	-0.3408	0.09326
0.9751	-0.3401	0.09277
0.9736	-0.3374	0.09207
0.9751	-0.3395	0.09212
0.9763	-0.3472	0.09085
0.9776	-0.3511	0.08954
0.9802	-0.3516	0.07567
0.9745	-0.3439	0.08656
0.9751	-0.3522	0.0862
0.9798	-0.3625	0.08811
0.9817	-0.3535	0.1003
0.9751	-0.3446	0.1023
0.9734	-0.3404	0.09468
0.979	-0.3414	0.08639
0.9784	-0.3446	0.08233
0.9762	-0.3372	0.08778
0.9763	-0.3369	0.08835
0.9647	-0.3419	0.08357
0.9421	-0.347	0.08772
0.9526	-0.3566	0.09023
1.015	-0.3573	0.07601
1.037	-0.3564	0.06994
0.9874	-0.3509	0.08509
0.9735	-0.3407	0.09043
0.9819	-0.3419	0.09434
0.9602	-0.3402	0.1047
0.9635	-0.3377	0.1005
0.9683	-0.3424	0.09641
0.9599	-0.3473	0.09515
0.9712	-0.3514	0.09373
0.9698	-0.347	0.09471
0.9711	-0.3449	0.08693
0.9813	-0.3491	0.08767
0.9787	-0.3471	0.0938
0.9832	-0.3472	0.08965
0.9811	-0.3462	0.08552
0.9784	-0.3429	0.08128
0.9846	-0.3459	0.08225
0.9814	-0.3472	0.08597
0.98	-0.3476	0.08769
0.9769	-0.3486	0.09103
0.9735	-0.3475	0.08831
0.9756	-0.3475	0.08627
0.9753	-0.345	0.08642
0.9774	-0.3436	0.08597
0.9755	-0.3451	0.08853
0.974	-0.3433	0.08837
0.9758	-0.3437	0.09087
0.9737	-0.3475	0.09347
0.9757	-0.3487	0.09245
0.9775	-0.3478	0.09296
0.9767	-0.3455	0.09074
0.9752	-0.3428	0.09182
0.9712	-0.3423	0.09309
0.9742	-0.346	0.08879
0.9817	-0.3515	0.08768
0.9844	-0.3534	0.08688
0.9816	-0.3517	0.0875
0.9762	-0.349	0.08883
0.9737	-0.3457	0.08572
0.9735	-0.3445	0.08614
0.9766	-0.3464	0.08843
0.9791	-0.3466	0.08883
0.9762	-0.343	0.0913
0.9753	-0.3409	0.09333
0.9751	-0.3401	0.09284
0.9736	-0.3374	0.09214
0.9751	-0.3395	0.09219
0.9763	-0.3472	0.09091
0.9776	-0.3511	0.08959
0.9792	-0.3511	0.09079
0.978	-0.3508	0.08823
